Transatlantic,William K. Howard,,Drama,,1931
Unfaithful,John Cromwell,,Drama,,1931
The Unholy Garden,George Fitzmaurice,,Drama,,1931
Up Pops the Devil,A. Edward Sutherland,,Comedy,,1931
The Vice Squad,John Cromwell,,"Drama, Crime",,1931
The Viking,George Melford,,Adventure film,,1931
Waterloo Bridge,James Whale,,"Drama, War",,1931
Way Back Home,William A. Seiter,,"Comedy, Drama",,1931
Wicked,Allan Dwan,,Drama,,1931
Woman Hungry,Clarence G. Badger,,Western,,1931
Working Girls,Dorothy Arzner,,Drama,,1931
X Marks the Spot,Eric Kenton,,"Drama, Crime",,1931
The Yellow Ticket,Raoul Walsh,,Drama,,1931
Young Donovan's Kid,Fred Niblo,,Drama,,1931
,,,,,1931
"20,000 Years in Sing Sing",,,Drama,[1],1932
"70,000 Witnesses",Ralph Murphy,,Mystery,Paramount Pictures,1932
Afraid to Talk,Edward L. Cahn,,"Drama, Crime",,1932
After the Ball,Milton Rosmer,,Comedy,Co-Production with the UK,1932
After Tomorrow,Frank Borzage,,Drama,Fox,1932
The Age of Consent,Gregory La Cava,,Drama,RKO,1932
Air Mail,John Ford,,"Drama, Adventure",Universal,1932
Alias the Doctor,,,Drama,Warner Bros.,1932
The All American,Russell Mack,,Drama,Universal,1932
Amateur Daddy,John G. Blystone,,Drama,Fox,1932
American Madness,Frank Capra,,Drama,Columbia,1932
The Animal Kingdom,Edward H. Griffith,,Drama,RKO,1932
Are You Listening?,Harry Beaumont,,Drama,MGM,1932
As You Desire Me,George Fitzmaurice,,Drama,MGM,1932
Attorney for the Defense,Irving Cummings,,Drama,Columbia,1932
Bachelor's Affairs,Alfred L. Werker,,Comedy,Fox,1932
Bachelor Mother,Charles Hutchison,,Action,,1932
Back Street,John M. Stahl,,Drama,Universal,1932
The Beast of the City,Charles Brabin,,"Drama, Crime",MGM,1932
Beauty and the Boss,Roy Del Ruth,,"Comedy, Romance",,1932
Beauty Parlor,Richard Thorpe,,Drama,Chesterfield,1932
Behind the Mask,John Francis Dillon,,"Drama, Horror",Columbia,1932
The Big Broadcast,Frank Tuttle,,"Comedy, Musical",Paramount,1932
Big City Blues,Mervyn LeRoy,,Drama,Warner Bros.,1932
The Big Stampede,Tenny Wright,,Western,Warner Bros.,1932
The Big Timer,Edward Buzzell,,Sports,Columbia,1932
A Bill of Divorcement,George Cukor,,Drama,RKO,1932
Bird of Paradise,King Vidor,,Romantic,RKO,1932
Blessed Event,Roy Del Ruth,,Comedy,Warner Bros.,1932
Blonde Venus,Josef von Sternberg,,Drama,Paramount,1932
Blondie of the Follies,Edmund Goulding,,Comedy,MGM,1932
The Boiling Point,George Melford,,Western,,1932
Border Devils,William Nigh,,Western,,1932
Breach of Promise,Paul L. Stein,,Drama,,1932
Broken Lullaby,Ernst Lubitsch,,Drama,Paramount,1932
The Broken Wing,Lloyd Corrigan,,"Drama, Western",Paramount,1932
Business and Pleasure,David Butler,,Comedy,Fox,1932
But the Flesh Is Weak,Jack Conway,,Comedy,MGM,1932
By Whose Hand?,Benjamin Stoloff,,"Comedy, Drama",,1932
The Cabin in the Cotton,Michael Curtiz,,Drama,First National,1932
Call Her Savage,John Francis Dillon,,Drama,Fox,1932
Careless Lady,Kenneth MacKenna,,Comedy,Fox,1932
Carnival Boat,Albert S. Rogell,,Adventure,RKO,1932
Central Park,John G. Adolfi,,"Drama, Crime",First National,1932
Chandu the Magician,,,Mystery,Fox,1932
Charlie Chan's Chance,John G. Blystone,,"Drama, Mystery",Fox,1932
Cheaters at Play,Hamilton MacFadden,,Drama,Fox,1932
Cock of the Air,Tom Buckingham,,Comedy,United Artists,1932
The Cohens and Kellys in Hollywood,John Francis Dillon,,Comedy,Universal,1932
The Conquerors,William A. Wellman,,Drama,,1932
The County Fair,Louis King,,Sports/Drama,Monogram,1932
The Crash,William Dieterle,,Drama,Warner Bros.,1932
The Crooked Circle,H. Bruce Humberstone,,"Comedy, Mystery",,1932
Crooner,Lloyd Bacon,,Musical,Warner Bros.,1932
Cross-Examination,Richard Thorpe,,Drama,,1932
The Crowd Roars,Howard Hawks,,Sports,,1932
The Crusader,Frank R. Strayer,,Drama,,1932
Cynara,King Vidor,,Drama,United Artists,1932
Dancers in the Dark,David Burton,,Drama,,1932
Dance Team,Sidney Lanfield,,Comedy,Fox,1932
The Dark Horse,Alfred E. Green,,"Comedy, Drama",Warner Bros.,1932
The Death Kiss,Edwin L. Marin,,Mystery,Tiffany,1932
Deception,Lewis Seiler,,Sports drama,Columbia,1932
The Dentist,Leslie Pearce,,Comedy,,1932
Destry Rides Again,Benjamin Stoloff,,Western,Universal,1932
Devil and the Deep,Marion Gering,,Drama,Paramount,1932
The Devil Is Driving,Benjamin Stoloff,,Drama,Paramount,1932
Devil on Deck,Wallace Fox,,Adventure,,1932
Devil's Lottery,Sam Taylor,,Drama,Fox,1932
Discarded Lovers,Fred C. Newmeyer,,Mystery,,1932
Disorderly Conduct,John W. Considine Jr.,,Comedy,Fox,1932
Divorce in the Family,Charles Reisner,,"Drama, Romance",,1932
The Divorce Racket,Aubrey Scotto,,Drama,,1932
Docks of San Francisco,George B. Seitz,,Crime,,1932
Doctor X,Michael Curtiz,,"Drama, Horror",First National,1932
Doomed Battalion,Cyril Gardner,,Drama,Universal,1932
Down to Earth,David Butler,,Comedy,Fox,1932
Downstairs,Monta Bell,,Drama,,1932
The Drifter,William A. O'Connor,,Drama,,1932
Emma,Clarence Brown,,"Comedy, Drama",MGM,1932
End of the Trail,D. Ross Lederman,,"Western, Drama",,1932
Escapade,Richard Thorpe,,Crime,Chesterfield,1932
Evenings for Sale,Stuart Walker,,Comedy,Paramount,1932
The Expert,Archie Mayo,,"Comedy, Drama",,1932
Exposure,Norman Houston,,Drama,,1932
The Face on the Barroom Floor,Bertram Bracken,,Crime,Invincible,1932
Faithless,Harry Beaumont,,Drama,,1932
False Faces,Lowell Sherman,,Drama,,1932
The Famous Ferguson Case,Lloyd Bacon,,Crime,Warner Bros.,1932
A Farewell to Arms,Frank Borzage,,"Drama, War",,1932
Fast Companions,Kurt Neumann,,Sports,Universal,1932
Fast Life,Harry A. Pollard,,Comedy,MGM,1932
The Fighting Gentleman,Fred C. Newmeyer,,Sport,,1932
Final Edition,Howard Higgin,,Drama,,1932
"Fireman, Save My Child",Lloyd Bacon,,Comedy,Warner Bros.,1932
The First Year,William K. Howard,,Comedy drama,Fox,1932
Flaming Guns,Arthur Rosson,,Western,Universal,1932
Flesh,John Ford,,Drama,MGM,1932
Flowers and Trees,Burt Gillett,,Animation,,1932
Forbidden,Frank Capra,,Drama,Columbia,1932
Forbidden Company,Richard Thorpe,,Drama,Chesterfield,1932
Forbidden Trail,Lambert Hillyer,,Western,Columbia,1932
Forgotten Commandments,Louis J. Gasnier,,Drama,Paramount,1932
Freaks,Tod Browning,,"Drama, Horror",,1932
Frisco Jenny,William A. Wellman,,Drama,First National,1932
Gambling Sex,Fred C. Newmeyer,,Drama,[2],1932
The Gay Buckaroo,Phil Rosen,,Western,[3],1932
Girl Crazy,William A. Seiter,,Comedy,RKO,1932
